@relation train

@attribute employee_id numeric
@attribute department {'Sales  Marketing',Operations,Technology,Analytics,RD,Procurement,Finance,HR,Legal}
@attribute region {region_7,region_22,region_19,region_23,region_26,region_2,region_20,region_34,region_1,region_4,region_29,region_31,region_15,region_14,region_11,region_5,region_28,region_17,region_13,region_16,region_25,region_10,region_27,region_30,region_12,region_21,region_8,region_32,region_6,region_33,region_24,region_3,region_9,region_18}
@attribute education {'Masters  above',Bachelors,'Below Secondary'}
@attribute gender {f,m}
@attribute recruitment_channel {sourcing,other,referred}
@attribute no_of_trainings numeric
@attribute age numeric
@attribute previous_year_rating numeric
@attribute length_of_service numeric
@attribute 'KPIs_met >80\%' numeric
@attribute awards_won? numeric
@attribute avg_training_score numeric
@attribute is_promoted numeric
@attribute Class {yes,No}

@data
25640,Finance,region_31,Bachelors,m,sourcing,2,34,4,9,1,0,62,0,yes
20438,Procurement,region_26,Bachelors,m,other,1,38,4,3,1,0,69,1,No
75659,Operations,region_8,Bachelors,m,sourcing,1,26,5,3,0,0,60,0,yes
40590,HR,region_2,'Masters  above',m,other,2,47,5,7,0,0,52,0,yes
44940,Analytics,region_4,'Masters  above',m,other,1,32,3,4,0,0,84,0,yes
30577,HR,region_2,Bachelors,f,other,1,55,4,7,0,0,51,0,yes
17577,'Sales  Marketing',region_7,Bachelors,m,sourcing,1,39,3,13,0,0,50,0,yes
6622,Technology,region_7,'Masters  above',m,other,1,45,3,7,1,0,81,0,yes
25265,Technology,region_2,Bachelors,f,sourcing,1,37,3,4,0,0,81,0,yes
29010,Operations,region_32,Bachelors,m,other,1,29,?,1,0,0,62,0,yes
18436,Technology,region_2,Bachelors,m,other,1,38,3,10,1,0,79,0,yes
5372,Procurement,region_23,'Masters  above',f,other,1,35,3,8,0,0,69,0,yes
11262,Operations,region_21,Bachelors,f,other,1,47,3,7,0,0,56,0,yes
66651,'Sales  Marketing',region_1,'Masters  above',f,sourcing,1,33,3,7,0,0,54,0,yes
114,Technology,region_30,Bachelors,f,other,1,31,3,5,0,0,81,0,yes
31736,Technology,region_2,Bachelors,f,other,1,58,3,3,1,0,83,0,yes
76934,Technology,region_26,'Masters  above',m,sourcing,1,45,3,15,0,0,79,0,yes
7043,'Sales  Marketing',region_19,Bachelors,m,other,1,30,1,7,0,0,50,0,yes
51648,Procurement,region_22,Bachelors,m,sourcing,1,29,4,4,1,0,67,0,yes
14278,Operations,region_32,Bachelors,f,sourcing,1,32,4,3,1,0,61,0,yes
16907,Procurement,region_11,'Masters  above',m,other,1,39,3,9,0,0,83,1,No
23164,Procurement,region_10,'Masters  above',f,other,1,32,2,5,1,0,64,1,No
68574,Procurement,region_2,'Masters  above',m,other,1,52,5,11,0,0,66,0,yes
46938,Procurement,region_2,Bachelors,f,sourcing,1,32,3,4,0,0,66,0,yes
29427,Technology,region_2,Bachelors,f,other,2,37,1,7,1,0,80,0,yes
29967,'Sales  Marketing',region_2,?,m,other,1,51,3,19,0,0,50,0,yes
52099,Technology,region_7,Bachelors,f,sourcing,1,27,1,4,1,1,79,0,yes
52473,Analytics,region_23,'Masters  above',m,other,1,32,3,6,1,0,84,0,yes
37505,Operations,region_26,Bachelors,m,other,1,33,3,4,0,0,55,0,yes
11610,'Sales  Marketing',region_16,'Masters  above',m,sourcing,1,42,3,10,0,0,49,0,yes
5703,'Sales  Marketing',region_2,'Masters  above',m,sourcing,1,37,3,10,0,0,48,0,yes
42034,'Sales  Marketing',region_15,Bachelors,m,sourcing,1,23,3,2,1,1,52,1,No
6138,Technology,region_4,'Masters  above',m,sourcing,2,34,1,7,0,0,79,0,yes
9971,Procurement,region_14,Bachelors,f,other,1,29,3,2,0,0,71,0,yes
21754,'Sales  Marketing',region_4,Bachelors,m,other,1,43,3,9,0,0,53,0,yes
1596,Operations,region_15,Bachelors,f,sourcing,1,45,3,18,0,0,59,0,yes
17500,Procurement,region_2,'Masters  above',f,sourcing,1,37,2,3,1,0,70,0,yes
12791,'Sales  Marketing',region_8,Bachelors,m,other,1,35,3,8,0,0,49,0,yes
41268,'Sales  Marketing',region_6,Bachelors,m,other,1,24,2,2,0,0,52,0,yes
63091,'Sales  Marketing',region_13,Bachelors,m,sourcing,1,49,3,15,0,0,45,0,yes
18406,Operations,region_22,'Masters  above',m,sourcing,1,50,5,8,0,0,59,0,yes
55387,'Sales  Marketing',region_13,Bachelors,f,sourcing,1,37,3,8,0,0,52,0,yes
7458,Operations,region_22,Bachelors,f,other,1,33,1,8,0,0,56,0,yes
50814,'Sales  Marketing',region_23,'Masters  above',m,sourcing,1,49,5,20,0,0,47,0,yes
47013,RD,region_7,'Masters  above',m,other,3,36,3,9,0,0,85,0,yes
44528,Procurement,region_7,Bachelors,f,sourcing,1,25,?,1,0,0,68,0,yes
20616,HR,region_23,Bachelors,m,other,1,35,4,3,0,0,50,0,yes
50324,Analytics,region_9,Bachelors,m,sourcing,1,29,4,6,0,0,84,0,yes
42955,'Sales  Marketing',region_4,Bachelors,m,other,1,40,5,2,1,0,50,1,No
56402,'Sales  Marketing',region_22,'Masters  above',m,other,2,36,1,9,0,0,47,0,yes
31871,'Sales  Marketing',region_27,Bachelors,m,other,3,33,1,7,0,0,49,0,yes
8002,Operations,region_4,'Masters  above',m,other,1,26,4,2,0,0,57,0,yes
70357,Procurement,region_31,'Masters  above',m,sourcing,1,43,4,16,1,0,64,0,yes
77986,Operations,region_10,Bachelors,m,other,1,30,3,5,0,0,57,0,yes
63584,'Sales  Marketing',region_2,Bachelors,m,other,1,29,?,1,0,0,54,0,yes
30773,HR,region_2,'Masters  above',f,other,1,32,5,6,0,0,50,0,yes
29174,'Sales  Marketing',region_15,Bachelors,m,other,1,40,1,3,0,0,53,0,yes
11459,Finance,region_2,Bachelors,m,other,1,39,2,9,0,0,63,0,yes
1529,HR,region_2,Bachelors,f,other,1,29,5,3,1,0,46,0,yes
71151,Analytics,region_22,?,f,sourcing,1,29,3,5,0,0,82,0,yes
12093,Analytics,region_4,'Masters  above',m,sourcing,1,46,4,6,1,0,89,0,yes
28587,Legal,region_27,Bachelors,m,sourcing,1,28,?,1,1,0,55,0,yes
18966,Technology,region_20,'Masters  above',f,sourcing,3,36,5,12,1,0,79,0,yes
29487,Technology,region_9,Bachelors,m,sourcing,1,28,1,4,0,0,77,0,yes
53166,Operations,region_2,'Masters  above',f,sourcing,1,43,3,12,1,0,65,0,yes
1160,Analytics,region_22,'Masters  above',m,sourcing,1,30,5,7,1,0,84,0,yes
50799,HR,region_2,'Masters  above',m,other,1,43,1,10,0,0,49,0,yes
57214,'Sales  Marketing',region_9,Bachelors,m,other,1,32,3,6,0,0,53,0,yes
75422,Operations,region_20,Bachelors,m,sourcing,1,31,1,3,0,0,63,0,yes
56249,Analytics,region_16,Bachelors,m,other,1,31,1,5,0,0,82,0,yes
68624,Analytics,region_2,Bachelors,m,other,1,37,5,10,1,0,81,0,yes
23614,Operations,region_29,'Masters  above',m,sourcing,1,30,3,4,1,0,54,1,No
77796,Procurement,region_20,Bachelors,m,other,1,31,2,3,1,0,69,0,yes
7801,Operations,region_19,Bachelors,f,other,1,33,3,6,0,0,62,0,yes
15518,Operations,region_15,Bachelors,m,sourcing,1,47,5,6,1,0,59,0,yes
66034,'Sales  Marketing',region_2,Bachelors,m,other,1,40,3,10,0,0,48,0,yes
60746,Technology,region_9,Bachelors,m,other,1,28,4,5,0,0,76,0,yes
67968,'Sales  Marketing',region_22,Bachelors,f,sourcing,1,34,3,7,0,0,52,0,yes
51653,Operations,region_15,'Masters  above',f,sourcing,1,40,2,11,0,0,56,0,yes
42609,'Sales  Marketing',region_24,Bachelors,m,other,1,35,3,9,0,0,49,0,yes
66025,Technology,region_27,'Masters  above',m,sourcing,2,40,3,3,0,0,81,0,yes
44132,Procurement,region_34,'Masters  above',m,other,1,39,5,8,0,0,71,0,yes
38517,'Sales  Marketing',region_8,'Masters  above',m,other,1,39,5,7,0,0,52,0,yes
14013,Operations,region_22,Bachelors,m,referred,1,26,4,2,0,0,56,0,yes
59094,Analytics,region_22,'Masters  above',m,other,1,34,4,9,0,0,86,0,yes
50156,Procurement,region_13,Bachelors,m,other,1,42,4,15,0,0,71,0,yes
5560,Procurement,region_2,Bachelors,f,sourcing,1,31,3,5,0,0,81,1,No
18269,Technology,region_14,Bachelors,f,other,1,31,?,1,1,0,82,0,yes
41308,RD,region_2,'Masters  above',m,other,1,32,4,7,0,0,91,0,yes
53972,Procurement,region_2,Bachelors,m,other,1,40,1,2,0,0,68,0,yes
68988,Technology,region_22,Bachelors,m,other,1,44,3,4,1,0,78,0,yes
48817,Operations,region_4,Bachelors,m,sourcing,1,31,4,3,0,0,60,0,yes
71349,Technology,region_7,Bachelors,m,other,2,34,3,7,0,0,79,0,yes
39218,Operations,region_2,Bachelors,m,sourcing,2,34,5,6,1,0,62,0,yes
19183,'Sales  Marketing',region_31,Bachelors,m,other,1,37,3,2,1,0,47,0,yes
17038,'Sales  Marketing',region_14,Bachelors,m,other,1,33,2,7,0,0,46,0,yes
15800,Operations,region_19,Bachelors,m,sourcing,1,39,4,11,0,0,60,0,yes
43242,'Sales  Marketing',region_16,'Masters  above',m,other,1,33,4,5,1,0,50,0,yes
3984,Analytics,region_26,Bachelors,m,sourcing,1,35,5,6,1,0,83,0,yes
49725,'Sales  Marketing',region_7,Bachelors,f,other,2,32,1,9,0,0,54,0,yes
43035,Operations,region_26,Bachelors,m,other,1,32,5,7,1,0,58,0,yes
20106,Technology,region_5,'Masters  above',f,other,1,32,5,7,1,0,79,0,yes
56824,'Sales  Marketing',region_25,Bachelors,f,sourcing,2,29,1,4,0,0,49,0,yes
51975,Operations,region_21,Bachelors,f,sourcing,1,39,4,5,0,0,63,0,yes
5129,Operations,region_28,Bachelors,f,sourcing,1,31,3,7,0,0,59,0,yes
40879,Operations,region_8,Bachelors,f,other,1,26,3,2,0,0,62,0,yes
22111,Procurement,region_16,'Masters  above',f,other,1,39,4,5,1,0,69,0,yes
22393,'Sales  Marketing',region_2,'Masters  above',m,other,1,41,4,2,1,1,98,1,No
68617,'Sales  Marketing',region_22,Bachelors,f,other,2,30,3,2,0,0,53,0,yes
10211,'Sales  Marketing',region_2,'Masters  above',f,other,1,47,5,21,1,0,48,0,yes
42631,Finance,region_22,Bachelors,m,other,1,24,1,3,0,0,62,0,yes
56014,Finance,region_2,'Masters  above',m,sourcing,2,58,5,11,0,0,58,0,yes
8254,Technology,region_11,'Masters  above',f,other,2,33,4,7,1,0,82,0,yes
43814,Finance,region_2,Bachelors,f,other,1,36,3,7,1,0,55,0,yes
3022,'Sales  Marketing',region_2,'Masters  above',m,sourcing,5,54,2,7,0,0,48,0,yes
76829,'Sales  Marketing',region_7,Bachelors,f,other,1,29,1,6,0,0,48,0,yes
78123,Operations,region_19,Bachelors,m,sourcing,1,26,4,4,1,0,60,0,yes
18494,Operations,region_13,Bachelors,m,other,1,32,2,7,1,0,59,0,yes
70839,'Sales  Marketing',region_13,Bachelors,f,sourcing,2,39,3,6,0,0,48,0,yes
43944,'Sales  Marketing',region_7,Bachelors,m,other,2,29,?,1,0,0,51,0,yes
1922,Operations,region_16,Bachelors,f,other,1,35,3,7,0,0,58,0,yes
5947,'Sales  Marketing',region_28,Bachelors,m,sourcing,1,36,3,3,1,0,45,0,yes
59269,Technology,region_23,Bachelors,m,sourcing,1,27,4,4,1,0,96,1,No
17707,'Sales  Marketing',region_7,'Masters  above',m,other,1,57,1,30,0,0,46,0,yes
76522,Analytics,region_32,Bachelors,f,sourcing,1,27,?,1,0,0,85,0,yes
7466,Operations,region_22,'Masters  above',m,other,1,34,5,7,1,0,59,0,yes
52148,'Sales  Marketing',region_2,Bachelors,m,sourcing,1,38,4,10,1,0,50,0,yes
29137,Technology,region_10,Bachelors,f,other,1,29,3,3,0,0,82,1,No
54958,Operations,region_13,'Masters  above',m,sourcing,1,34,4,10,0,0,60,0,yes
3256,'Sales  Marketing',region_4,Bachelors,m,sourcing,1,31,3,2,0,0,47,0,yes
71423,'Sales  Marketing',region_2,Bachelors,f,other,1,41,4,6,0,0,45,0,yes
43181,Operations,region_32,Bachelors,f,other,1,27,5,3,0,0,53,0,yes
10502,Finance,region_29,Bachelors,m,other,1,30,1,6,0,0,61,0,yes
59768,Technology,region_22,Bachelors,m,other,1,27,?,1,1,0,77,1,No
66986,'Sales  Marketing',region_15,'Masters  above',m,sourcing,1,38,3,3,0,0,51,0,yes
18290,Operations,region_7,Bachelors,f,other,1,38,4,6,1,0,63,0,yes
36469,Analytics,region_23,Bachelors,m,sourcing,1,35,5,3,1,0,87,0,yes
70489,Procurement,region_27,'Masters  above',m,other,1,41,5,3,0,0,71,0,yes
73600,'Sales  Marketing',region_4,Bachelors,m,other,1,54,5,13,0,0,54,0,yes
54582,Operations,region_22,'Masters  above',m,other,2,46,5,8,1,0,61,1,No
43374,Analytics,region_22,'Masters  above',m,sourcing,1,30,1,4,0,0,82,0,yes
27782,Legal,region_22,Bachelors,m,sourcing,1,30,1,5,0,0,64,0,yes
44028,Finance,region_14,'Masters  above',m,sourcing,1,34,5,7,1,0,58,0,yes
5867,Procurement,region_22,Bachelors,m,other,2,28,3,2,0,0,73,0,yes
52186,'Sales  Marketing',region_2,Bachelors,f,sourcing,1,44,4,2,0,0,49,0,yes
5138,'Sales  Marketing',region_8,Bachelors,f,sourcing,1,27,?,1,0,0,52,0,yes
24604,Analytics,region_14,Bachelors,m,other,1,33,5,6,1,1,79,0,yes
63580,'Sales  Marketing',region_7,'Masters  above',f,sourcing,1,39,4,10,0,0,49,0,yes
51223,'Sales  Marketing',region_2,'Masters  above',m,other,1,51,5,20,1,0,50,0,yes
52906,Procurement,region_2,'Masters  above',m,other,4,45,3,15,0,0,73,0,yes
19458,'Sales  Marketing',region_2,?,m,sourcing,1,37,1,3,0,0,46,0,yes
61595,Technology,region_7,'Masters  above',f,sourcing,1,32,1,3,1,0,80,0,yes
4450,Operations,region_31,'Masters  above',m,sourcing,1,32,3,4,0,0,58,0,yes
12118,'Sales  Marketing',region_8,'Masters  above',m,other,1,31,?,1,0,0,47,0,yes
47957,Technology,region_19,Bachelors,m,other,1,32,3,4,0,0,74,0,yes
27643,Finance,region_2,'Masters  above',m,sourcing,2,41,1,13,0,0,59,0,yes
9164,Legal,region_5,Bachelors,m,other,1,29,4,5,1,0,59,0,yes
66388,Analytics,region_7,Bachelors,m,other,1,28,3,2,0,0,86,0,yes
45550,Procurement,region_7,Bachelors,f,sourcing,2,30,3,7,0,0,69,0,yes
59367,Procurement,region_13,Bachelors,m,sourcing,1,29,?,1,1,0,73,0,yes
53970,Operations,region_22,Bachelors,f,other,1,25,5,3,1,0,59,0,yes
53937,Technology,region_7,Bachelors,m,other,1,32,3,3,0,0,81,0,yes
43711,'Sales  Marketing',region_1,Bachelors,m,other,1,31,3,7,0,0,49,0,yes
44656,Finance,region_29,Bachelors,m,sourcing,1,26,?,1,1,0,58,0,yes
46690,Operations,region_7,Bachelors,m,other,2,51,5,19,1,0,61,0,yes
22998,Operations,region_4,Bachelors,m,sourcing,2,40,4,6,1,0,60,0,yes
39314,'Sales  Marketing',region_2,?,m,other,2,44,2,11,0,0,49,0,yes
11625,Technology,region_17,'Masters  above',f,sourcing,1,33,4,7,0,0,80,0,yes
74345,Operations,region_2,Bachelors,f,other,1,35,5,6,1,0,56,1,No
45220,'Sales  Marketing',region_7,Bachelors,m,other,1,34,3,9,1,0,52,0,yes
3969,'Sales  Marketing',region_2,'Masters  above',m,other,1,45,1,3,1,0,47,0,yes
6924,'Sales  Marketing',region_2,Bachelors,m,other,1,29,2,3,0,0,47,0,yes
42231,Procurement,region_15,'Masters  above',f,other,1,31,5,7,0,0,70,0,yes
51847,'Sales  Marketing',region_22,Bachelors,f,other,1,32,5,5,0,0,50,0,yes
19002,Technology,region_5,'Masters  above',m,sourcing,1,39,3,5,0,0,77,0,yes
67314,Legal,region_17,Bachelors,m,other,1,35,3,5,0,0,57,0,yes
38776,Operations,region_2,Bachelors,m,other,1,32,5,8,1,0,61,0,yes
34906,Technology,region_15,'Masters  above',m,other,1,33,1,9,0,0,78,0,yes
62696,RD,region_7,'Masters  above',m,sourcing,1,34,3,9,0,0,87,0,yes
53548,Procurement,region_30,Bachelors,f,other,2,29,?,1,1,0,68,0,yes
22296,Operations,region_22,Bachelors,m,sourcing,1,38,3,10,0,0,59,0,yes
57785,'Sales  Marketing',region_28,'Masters  above',m,other,1,30,4,2,1,0,49,0,yes
30558,Procurement,region_14,Bachelors,m,sourcing,2,31,3,4,0,0,65,0,yes
53275,'Sales  Marketing',region_7,Bachelors,f,other,1,33,4,7,0,0,51,0,yes
349,Legal,region_4,Bachelors,m,other,1,30,5,4,1,0,59,0,yes
63247,Technology,region_16,Bachelors,m,sourcing,1,32,3,6,0,0,82,0,yes
4104,'Sales  Marketing',region_28,?,m,other,1,29,1,3,0,0,49,0,yes
59031,Procurement,region_7,Bachelors,m,sourcing,1,26,4,2,1,0,67,0,yes
58985,'Sales  Marketing',region_19,Bachelors,m,other,1,41,3,15,0,0,49,0,yes
15965,'Sales  Marketing',region_26,Bachelors,m,other,1,32,4,2,0,0,48,0,yes
39028,'Sales  Marketing',region_2,?,f,other,1,25,?,1,0,0,45,0,yes
5120,Operations,region_15,Bachelors,f,sourcing,1,30,4,9,1,0,62,0,yes
36254,Analytics,region_26,Bachelors,m,other,1,43,4,3,1,0,86,0,yes
46642,Operations,region_2,Bachelors,m,other,1,40,3,6,0,0,74,1,No
37606,HR,region_31,Bachelors,m,sourcing,1,26,1,2,0,0,51,0,yes
34834,Procurement,region_22,Bachelors,m,sourcing,2,30,4,3,1,0,69,0,yes
27339,HR,region_27,Bachelors,m,other,1,27,3,2,0,0,48,0,yes
6131,Operations,region_7,'Masters  above',f,sourcing,1,38,5,4,0,1,72,1,No
28798,Operations,region_19,Bachelors,m,sourcing,2,38,2,3,0,0,56,0,yes
76307,'Sales  Marketing',region_13,'Masters  above',f,other,2,38,5,2,0,0,45,0,yes
78000,'Sales  Marketing',region_31,?,m,other,1,26,1,3,0,0,48,0,yes
43402,'Sales  Marketing',region_28,Bachelors,f,sourcing,1,29,3,2,1,0,53,0,yes
30110,'Sales  Marketing',region_7,Bachelors,m,sourcing,1,41,1,4,1,0,48,0,yes
37523,Procurement,region_13,'Masters  above',f,other,1,36,2,8,0,0,68,0,yes
60821,Technology,region_7,'Below Secondary',m,other,1,25,?,1,0,0,80,0,yes
47626,Operations,region_31,'Masters  above',m,other,1,50,3,17,0,0,63,0,yes
11750,Technology,region_4,Bachelors,m,other,1,27,1,4,0,0,81,0,yes
27961,'Sales  Marketing',region_22,Bachelors,m,other,1,22,1,2,0,0,52,0,yes
6011,Technology,region_7,'Masters  above',m,other,2,31,3,4,0,0,76,0,yes
11815,HR,region_2,Bachelors,f,other,1,35,3,2,0,0,50,0,yes
54510,Operations,region_22,Bachelors,f,other,1,31,5,3,0,0,55,0,yes
75661,'Sales  Marketing',region_31,Bachelors,m,sourcing,1,26,?,1,0,0,46,0,yes
3811,Legal,region_31,Bachelors,m,other,1,33,3,2,0,0,57,0,yes
36759,Procurement,region_28,'Masters  above',f,other,1,32,5,2,1,0,68,0,yes
66889,Analytics,region_20,'Masters  above',m,sourcing,1,38,5,12,0,0,88,0,yes
9859,HR,region_7,Bachelors,m,other,1,29,4,5,0,0,44,0,yes
61945,'Sales  Marketing',region_27,?,m,other,1,26,?,1,0,0,48,0,yes
71593,Analytics,region_5,Bachelors,m,sourcing,1,30,5,4,1,0,87,0,yes
340,Operations,region_32,Bachelors,m,other,2,31,5,6,1,0,63,0,yes
45675,Analytics,region_30,Bachelors,m,sourcing,1,33,5,3,0,0,85,0,yes
1981,'Sales  Marketing',region_11,Bachelors,m,other,1,32,5,9,1,0,48,0,yes
70115,Analytics,region_2,Bachelors,m,sourcing,1,35,5,3,1,0,84,0,yes
75669,'Sales  Marketing',region_15,Bachelors,m,sourcing,1,31,3,2,0,0,46,0,yes
41501,Analytics,region_26,Bachelors,m,sourcing,1,41,?,1,1,0,89,0,yes
35502,Operations,region_22,'Masters  above',m,other,2,32,3,3,0,0,60,0,yes
17951,Technology,region_2,Bachelors,f,sourcing,1,45,3,16,0,0,81,0,yes
62010,Operations,region_26,'Masters  above',m,other,1,36,4,9,1,0,60,0,yes
69984,Analytics,region_31,Bachelors,f,other,1,26,?,1,0,0,84,0,yes
69508,Technology,region_12,Bachelors,f,other,2,30,3,7,0,0,76,0,yes
58907,Technology,region_19,Bachelors,f,other,2,32,5,4,1,0,80,0,yes
59746,Technology,region_5,'Masters  above',m,other,2,37,4,7,0,0,76,0,yes
19858,Procurement,region_8,Bachelors,f,sourcing,1,29,1,6,1,0,69,0,yes
42651,Technology,region_11,Bachelors,f,sourcing,1,30,5,5,1,0,80,1,No
1252,'Sales  Marketing',region_13,Bachelors,m,sourcing,1,33,3,2,1,0,48,0,yes
12249,Procurement,region_30,'Masters  above',m,sourcing,1,33,1,8,0,0,68,0,yes
14889,Finance,region_2,Bachelors,m,other,3,42,3,7,0,0,60,0,yes
63312,Operations,region_31,'Masters  above',m,other,1,36,3,5,0,0,61,0,yes
5172,Procurement,region_4,Bachelors,m,sourcing,2,33,3,6,0,0,68,0,yes
34934,Operations,region_7,'Masters  above',f,other,1,43,2,10,0,0,60,0,yes
21077,Technology,region_4,Bachelors,m,other,2,35,3,9,0,0,80,0,yes
16429,Operations,region_2,Bachelors,m,other,1,41,5,9,0,0,59,0,yes
34409,Technology,region_22,Bachelors,m,referred,1,31,5,4,1,0,80,0,yes
4067,Operations,region_16,Bachelors,m,other,1,35,2,5,0,0,58,0,yes
56076,Operations,region_22,Bachelors,m,other,1,29,5,4,1,0,58,0,yes
37338,'Sales  Marketing',region_1,Bachelors,m,sourcing,1,27,5,2,1,0,51,0,yes
5315,Technology,region_13,Bachelors,m,sourcing,1,42,3,3,1,0,80,0,yes
69832,Operations,region_15,'Masters  above',m,other,1,53,5,8,0,0,63,0,yes
74409,Operations,region_15,Bachelors,m,sourcing,3,28,3,3,0,0,60,0,yes
61108,'Sales  Marketing',region_13,Bachelors,f,other,1,32,5,6,0,0,49,0,yes
34237,Procurement,region_17,'Masters  above',f,sourcing,1,37,2,10,0,0,69,0,yes
53869,Finance,region_2,Bachelors,m,other,1,25,?,1,1,1,58,0,yes
49077,Operations,region_16,'Masters  above',m,sourcing,1,42,5,3,0,0,54,0,yes
10453,HR,region_29,'Masters  above',f,other,1,33,3,8,0,0,46,0,yes
36180,'Sales  Marketing',region_2,?,m,other,1,31,5,3,0,1,53,0,yes
34278,Procurement,region_31,'Masters  above',m,other,1,43,3,7,1,0,71,1,No
16266,Analytics,region_22,Bachelors,m,referred,2,30,5,2,1,0,87,0,yes
57933,Technology,region_25,Bachelors,f,sourcing,1,32,3,2,0,0,79,0,yes
75859,Operations,region_15,Bachelors,m,sourcing,2,34,3,9,1,0,61,1,No
57477,Operations,region_22,'Masters  above',f,referred,1,34,4,7,1,0,58,0,yes
45261,'Sales  Marketing',region_2,Bachelors,f,sourcing,1,46,5,5,1,0,47,0,yes
63737,'Sales  Marketing',region_16,Bachelors,m,other,1,39,4,8,0,0,50,0,yes
74690,Technology,region_30,Bachelors,m,sourcing,5,32,2,6,0,0,80,0,yes
53173,'Sales  Marketing',region_4,'Masters  above',f,other,2,40,1,7,0,0,48,0,yes
6057,'Sales  Marketing',region_2,Bachelors,m,sourcing,1,51,4,17,0,0,48,0,yes
70201,Finance,region_2,'Masters  above',m,other,1,55,3,14,0,0,59,0,yes
48048,'Sales  Marketing',region_14,?,m,other,1,23,1,2,0,0,53,0,yes
70146,Procurement,region_6,Bachelors,f,other,1,32,?,1,0,0,64,0,yes
30930,Operations,region_2,Bachelors,f,sourcing,1,40,5,7,1,0,58,0,yes
63217,Technology,region_2,Bachelors,m,referred,2,29,5,3,1,0,82,0,yes
5147,Analytics,region_26,'Masters  above',m,sourcing,1,40,3,8,0,0,84,0,yes
74388,Analytics,region_2,Bachelors,m,sourcing,2,38,3,9,0,0,84,0,yes
14740,Analytics,region_23,'Masters  above',m,sourcing,1,36,3,8,1,0,83,0,yes
49631,Procurement,region_11,Bachelors,f,sourcing,1,29,3,8,1,0,70,0,yes
51190,Procurement,region_13,'Masters  above',f,other,1,36,3,10,0,0,72,0,yes
72412,'Sales  Marketing',region_28,'Masters  above',m,other,1,33,5,7,0,0,52,0,yes
19840,RD,region_26,'Masters  above',m,other,1,27,3,4,1,0,85,0,yes
1665,Technology,region_28,'Masters  above',m,other,1,31,3,4,0,0,82,0,yes
78195,Analytics,region_22,Bachelors,m,sourcing,1,35,3,9,1,0,83,0,yes
69645,'Sales  Marketing',region_14,Bachelors,m,sourcing,1,32,4,5,0,0,52,0,yes
24151,'Sales  Marketing',region_12,Bachelors,f,sourcing,1,27,4,4,1,0,61,1,No
5000,Technology,region_2,'Masters  above',f,other,1,60,3,31,0,0,80,0,yes
73671,Operations,region_7,Bachelors,m,other,1,26,5,5,1,0,59,0,yes
53936,'Sales  Marketing',region_4,Bachelors,m,sourcing,1,28,3,4,0,0,49,0,yes
6712,Operations,region_32,Bachelors,m,sourcing,1,28,1,2,0,0,60,0,yes
3670,Operations,region_7,Bachelors,m,sourcing,1,24,3,2,1,0,57,0,yes
24194,'Sales  Marketing',region_7,'Masters  above',m,other,1,43,4,3,1,0,49,0,yes
69627,HR,region_23,Bachelors,m,sourcing,1,28,3,6,0,0,46,0,yes
8148,Analytics,region_27,Bachelors,m,sourcing,2,28,2,1,1,0,83,0,yes
12092,'Sales  Marketing',region_2,Bachelors,f,other,1,46,3,3,0,0,46,0,yes
32873,Procurement,region_16,'Masters  above',f,sourcing,1,38,3,3,0,0,69,0,yes
77435,Operations,region_2,Bachelors,f,sourcing,1,52,1,22,0,0,62,0,yes
54800,Operations,region_2,'Masters  above',m,sourcing,1,60,3,5,1,0,58,0,yes
9827,Operations,region_11,Bachelors,f,sourcing,2,35,3,3,0,0,56,0,yes
60598,Procurement,region_2,Bachelors,f,other,1,59,2,13,0,0,65,0,yes
63875,HR,region_27,'Masters  above',f,other,1,32,5,3,1,0,47,0,yes
21282,Operations,region_20,Bachelors,f,other,1,28,5,4,1,0,60,1,No
36201,Operations,region_2,'Masters  above',f,other,1,60,4,17,1,0,64,0,yes
4174,'Sales  Marketing',region_11,Bachelors,m,other,1,37,1,7,0,0,51,0,yes
42347,Analytics,region_26,Bachelors,m,other,1,31,5,5,0,0,87,0,yes
37850,Analytics,region_22,Bachelors,m,other,1,26,5,2,1,0,82,1,No
39432,RD,region_22,Bachelors,m,other,1,31,1,2,0,0,85,0,yes
49519,'Sales  Marketing',region_22,?,m,other,3,24,3,1,0,0,46,0,yes
17479,'Sales  Marketing',region_22,'Masters  above',m,sourcing,1,29,2,8,0,0,53,0,yes
22579,Operations,region_13,Bachelors,f,other,1,38,4,8,1,0,58,0,yes
33099,Operations,region_13,Bachelors,f,sourcing,1,32,4,7,1,0,52,0,yes
75293,Analytics,region_30,Bachelors,m,other,1,30,5,3,1,0,86,0,yes
30615,Technology,region_2,?,m,other,1,40,5,12,1,0,80,1,No
60343,'Sales  Marketing',region_15,'Masters  above',m,other,4,42,2,4,1,0,50,0,yes
2998,Procurement,region_2,Bachelors,m,other,1,45,3,4,1,0,72,0,yes
11786,Operations,region_23,Bachelors,m,other,1,33,3,10,0,0,60,0,yes
34357,HR,region_2,Bachelors,f,other,1,28,3,4,0,0,60,1,No
61563,Operations,region_2,'Masters  above',m,other,1,34,2,7,0,0,63,0,yes
33526,Operations,region_22,Bachelors,f,sourcing,1,37,5,10,1,0,60,0,yes
51222,Operations,region_2,Bachelors,f,other,1,60,4,3,0,0,56,0,yes
30781,Procurement,region_22,'Masters  above',m,sourcing,1,38,3,4,0,1,78,1,No
